address,property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,lat,long,property_age,school_rating,school_count,bart_count,median_income,hotness_score,supply_score,demand_score,malls_count,university_count
"22763 filbert st, hayward, ca 94541",Townhouse,94541,791000,3,4,1723,7569,116,459,218.0,37.6654327,-122.0940783,3,3,12,1,60963,87.8,85.92,89.68,1,2
"22763 watkins st, hayward, ca 94541",Townhouse,94541,705000,3,2,1511,0,176,467,275.0,37.6695545,-122.08343700000002,16,3,12,1,60963,87.8,85.92,89.68,1,2
"1187 tiegen dr, hayward, ca 94542",Single Family Residential,94542,580000,2,1,846,5148,135,686,0.0,37.66655120000001,-122.0721374,73,4,1,0,84584,89.03,87.43,90.63,1,2
"24483 marie dr, hayward, ca 94542",Single Family Residential,94542,745000,3,2,1178,5400,148,632,0.0,37.6651012,-122.07346909999998,72,4,1,0,84584,89.03,87.43,90.63,1,2
"1392 c st, hayward, ca 94541",Single Family Residential,94541,700000,2,2,1218,4350,106,575,0.0,37.6767344,-122.0751558,97,3,12,1,60963,87.8,85.92,89.68,1,2
"1228 via nube, san lorenzo, ca 94580",Single Family Residential,94580,725000,3,1,1043,5049,128,695,10.0,37.665313,-122.1286741,71,3,8,0,74949,81.07,86.47,75.67,0,0
"2549 grove way, hayward, ca 94546",Single Family Residential,94546,760000,3,2,1639,8039,148,464,0.0,37.6861969,-122.0692077,64,7,12,1,79501,88.15,83.57,92.74,1,2
"30503 carroll ave, hayward, ca 94544",Single Family Residential,94544,730000,3,2,1158,5005,101,630,0.0,37.6194344,-122.045634,66,3,12,1,62863,84.1,89.19,79.0,1,2
"25489 old fairview ave, hayward, ca 94542",Single Family Residential,94542,1510000,4,3,3072,5760,91,492,0.0,37.6761184,-122.0375308,23,4,1,0,84584,89.03,87.43,90.63,1,2
"3231 guillermo pl, hayward, ca 94542",Townhouse,94542,620000,2,2,1578,0,86,393,350.0,37.6555198,-122.0386885,38,4,1,0,84584,89.03,87.43,90.63,1,2
"3569 la mesa dr, hayward, ca 94542",Single Family Residential,94542,965000,4,2,1980,7000,105,487,0.0,37.6535109,-122.028672,49,4,1,0,84584,89.03,87.43,90.63,1,2
"28070 fox hollow dr, hayward, ca 94542",Single Family Residential,94542,1188000,4,3,3045,9340,112,390,0.0,37.6606665,-122.0228768,25,4,1,0,84584,89.03,87.43,90.63,1,2
"2436 sebastopol ln #2, hayward, ca 94542",Condo/Co-op,94542,475000,2,2,888,0,113,535,403.0,37.6568204,-122.0501285,37,4,1,0,84584,89.03,87.43,90.63,1,2
"27953 edgecliff way, hayward, ca 94542",Single Family Residential,94542,1000000,4,2,1887,10956,127,530,0.0,37.6539204,-122.0372644,50,4,1,0,84584,89.03,87.43,90.63,1,2
"3909 oakes dr, hayward, ca 94542",Single Family Residential,94542,1350000,5,4,3486,22127,91,387,0.0,37.6618981,-122.0303595,23,4,1,0,84584,89.03,87.43,90.63,1,2
"3588 oakes dr, hayward, ca 94542",Single Family Residential,94542,1185000,4,3,2438,12580,106,486,31.0,37.6624361,-122.0404391,50,4,1,0,84584,89.03,87.43,90.63,1,2
"3226 guillermo pl, hayward, ca 94542",Townhouse,94542,600000,2,2,1634,0,80,367,350.0,37.655405,-122.038907,38,4,1,0,84584,89.03,87.43,90.63,1,2
"544 sequoia rd, hayward, ca 94541",Single Family Residential,94541,700000,3,2,1467,5152,113,477,0.0,37.6585385,-122.1042258,70,3,12,1,60963,87.8,85.92,89.68,1,2
"26315 underwood ave, hayward, ca 94544",Single Family Residential,94544,680000,3,1,1042,5035,98,653,0.0,37.6427075,-122.0837223,69,3,12,1,62863,84.1,89.19,79.0,1,2
"27757 mandarin ave, hayward, ca 94544",Single Family Residential,94544,650000,4,2,1319,5000,49,493,0.0,37.6279497,-122.0811036,67,3,12,1,62863,84.1,89.19,79.0,1,2
"3246 hollow ln, hayward, ca 94541",Single Family Residential,94541,660000,2,1,888,6048,161,743,0.0,37.6890085,-122.0488308,81,3,12,1,60963,87.8,85.92,89.68,1,2
"19253 medford ct, hayward, ca 94541",Single Family Residential,94541,638000,2,2,1438,8428,99,444,0.0,37.678746200000006,-122.1131006,73,3,12,1,60963,87.8,85.92,89.68,1,2
"1346 c st, hayward, ca 94541",Single Family Residential,94541,679000,3,1,1421,10000,147,478,0.0,37.6762171,-122.0759992,98,3,12,1,60963,87.8,85.92,89.68,1,2
"2013 oak creek pl, hayward, ca 94541",Townhouse,94541,570000,2,2,1225,884,73,465,440.0,37.673749,-122.056497,49,3,12,1,60963,87.8,85.92,89.68,1,2
"3250 jelincic dr, hayward, ca 94542",Single Family Residential,94542,1160000,3,3,2681,22860,43,433,0.0,37.6773644,-122.0470548,68,4,1,0,84584,89.03,87.43,90.63,1,2
"21 trestle dr, hayward, ca 94544",Condo/Co-op,94544,480000,2,1,870,0,164,552,195.0,37.65668,-122.090043,30,3,12,1,62863,84.1,89.19,79.0,1,2
"27704 persimmon dr, hayward, ca 94544",Townhouse,94544,607000,3,2,1549,3057,140,392,371.0,37.6379349,-122.0653013,42,3,12,1,62863,84.1,89.19,79.0,1,2
"28653 triton st, hayward, ca 94544",Single Family Residential,94544,670000,4,2,1508,5452,65,444,0.0,37.6293095,-122.0636588,61,3,12,1,62863,84.1,89.19,79.0,1,2
"22826 upland way, hayward, ca 94541",Single Family Residential,94541,730000,2,1,1024,6200,78,713,0.0,37.6835118,-122.0595746,73,3,12,1,60963,87.8,85.92,89.68,1,2
"631 foster ct #2, hayward, ca 94544",Townhouse,94544,460000,3,2,1175,0,1,391,570.0,37.63967720000001,-122.0759861,40,3,12,1,62863,84.1,89.19,79.0,1,2
"548 minerva st, hayward, ca 94544",Single Family Residential,94544,810000,3,2,1320,5300,53,614,0.0,37.6287234,-122.0642359,65,3,12,1,62863,84.1,89.19,79.0,1,2
"527 blue jay dr, hayward, ca 94544",Townhouse,94544,660000,3,2,1576,3043,98,419,355.0,37.6292271,-122.0459004,42,3,12,1,62863,84.1,89.19,79.0,1,2
"28375 harvey ave, hayward, ca 94544",Single Family Residential,94544,880000,3,2,2021,15671,42,435,0.0,37.6276213,-122.0700955,57,3,12,1,62863,84.1,89.19,79.0,1,2
"28208 montjoy ct, hayward, ca 94544",Single Family Residential,94544,635000,3,2,1087,5540,59,584,0.0,37.6286739,-122.06871940000002,38,3,12,1,62863,84.1,89.19,79.0,1,2
"27659 persimmon dr, hayward, ca 94544",Townhouse,94544,622000,3,2,1549,3215,30,402,371.0,37.6383474,-122.0657107,42,3,12,1,62863,84.1,89.19,79.0,1,2
"27510 e 10th st, hayward, ca 94544",Single Family Residential,94544,640000,5,3,1890,6640,98,339,0.0,37.6409548,-122.0617499,73,3,12,1,62863,84.1,89.19,79.0,1,2
"29630 mountain oak dr #58, hayward, ca 94544",Condo/Co-op,94544,351000,1,1,531,0,9,661,350.0,37.6305874,-122.04639109999998,36,3,12,1,62863,84.1,89.19,79.0,1,2
"28563 aragon ave, hayward, ca 94544",Single Family Residential,94544,765000,3,2,1197,5000,9,639,0.0,37.6300606,-122.0646354,64,3,12,1,62863,84.1,89.19,79.0,1,2
"595 olympic ave, hayward, ca 94544",Single Family Residential,94544,1030000,3,2,2005,5328,4,514,40.0,37.6249219,-122.05802079999998,21,3,12,1,62863,84.1,89.19,79.0,1,2
"675 fiesta pl, hayward, ca 94544",Single Family Residential,94544,850000,3,2,1923,7000,58,442,0.0,37.6314516,-122.0433696,56,3,12,1,62863,84.1,89.19,79.0,1,2
"256 medford, hayward, ca 94541",Single Family Residential,94541,980000,6,3,2051,11325,31,478,0.0,37.6813003,-122.1092402,70,3,12,1,60963,87.8,85.92,89.68,1,2
