address,property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,lat,long,property_age,school_rating,school_count,bart_count,median_income,hotness_score,supply_score,demand_score,malls_count,university_count
"290 alviso st, santa clara, ca 95050",Single Family Residential,95050,1305000,2,1,1300,7920,98,1004,0.0,37.34411400000001,-121.9383561,121,6,6,0,73016,54.05,83.99,24.1,0,1
"1055 reed st, santa clara, ca 95050",Single Family Residential,95050,1200000,3,2,1411,6000,170,850,0.0,37.3580208,-121.94982179999998,76,6,6,0,73016,54.05,83.99,24.1,0,1
"1972 harrison st, santa clara, ca 95050",Single Family Residential,95050,1365000,3,2,1601,5671,102,853,0.0,37.3490262,-121.9586203,73,6,6,0,73016,54.05,83.99,24.1,0,1
"1772 main st, santa clara, ca 95050",Single Family Residential,95050,935000,3,1,1022,6216,73,915,0.0,37.3563523,-121.9499996,121,6,6,0,73016,54.05,83.99,24.1,0,1
"1430 lewis st, santa clara, ca 95050",Single Family Residential,95050,1810000,4,3,2064,4250,111,877,0.0,37.35150170000001,-121.9516682,1,6,6,0,73016,54.05,83.99,24.1,0,1
"1448 madison st, santa clara, ca 95050",Single Family Residential,95050,1675000,4,3,2064,4250,28,812,0.0,37.3524737,-121.9517531,1,6,6,0,73016,54.05,83.99,24.1,0,1
"1777 lafayette st #107, santa clara, ca 95050",Condo/Co-op,95050,838800,2,1,1560,0,35,538,630.0,37.3571456,-121.94627309999998,21,6,6,0,73016,54.05,83.99,24.1,0,1
"1048 monroe st #309, santa clara, ca 95050",Condo/Co-op,95050,1370000,4,4,2554,0,116,536,507.0,37.3489643,-121.9485736,2,6,6,0,73016,54.05,83.99,24.1,0,1
"1931 hillebrant pl, santa clara, ca 95050",Townhouse,95050,1300000,3,4,1560,730,59,833,304.0,37.353974,-121.958815,9,6,6,0,73016,54.05,83.99,24.1,0,1
"1361 el camino real, santa clara, ca 95050",Townhouse,95050,1339000,3,4,1950,700,14,687,240.0,37.353395,-121.951191,1,6,6,0,73016,54.05,83.99,24.1,0,1
"2941 via torino pl, santa clara, ca 95051",Townhouse,95051,1393000,3,4,1600,1727,109,871,319.0,37.3409339,-121.9810275,6,6,14,0,106660,60.92,90.86,30.97,0,1
"2762 sonoma pl, santa clara, ca 95051",Single Family Residential,95051,1514101,3,2,1662,5500,141,911,0.0,37.3457944,-121.9769705,66,6,14,0,106660,60.92,90.86,30.97,0,1
"936 kiely blvd unit c, santa clara, ca 95051",Condo/Co-op,95051,609000,2,1,882,0,155,690,508.0,37.3429379,-121.978679,50,6,14,0,106660,60.92,90.86,30.97,0,1
"780 ridge rd, santa clara, ca 95051",Single Family Residential,95051,1482000,4,2,1310,6802,168,1131,0.0,37.337458700000006,-121.9840961,66,6,14,0,106660,60.92,90.86,30.97,0,1
"972 kiely blvd unit a, santa clara, ca 95051",Condo/Co-op,95051,728000,3,2,1145,0,67,636,524.0,37.343306,-121.981168,50,6,14,0,106660,60.92,90.86,30.97,0,1
"801 woodhams oaks pl, santa clara, ca 95051",Townhouse,95051,850000,2,2,893,1201,22,952,262.0,37.338094,-121.9791512,25,6,14,0,106660,60.92,90.86,30.97,0,1
"637 cambridge dr, santa clara, ca 95051",Single Family Residential,95051,1850000,3,2,1874,6239,10,987,0.0,37.3333429,-121.98963159999998,60,6,14,0,106660,60.92,90.86,30.97,0,1
"665 fairlane ave, santa clara, ca 95051",Single Family Residential,95051,1656000,4,2,1651,6200,9,1003,0.0,37.3340289,-121.9761264,61,6,14,0,106660,60.92,90.86,30.97,0,1
"2944 mauricia ave, santa clara, ca 95051",Condo/Co-op,95051,985000,2,2,954,1933,4,1032,360.0,37.326388,-121.978847,50,6,14,0,106660,60.92,90.86,30.97,0,1
"3511 tracy dr, santa clara, ca 95051",Single Family Residential,95051,1935000,3,2,1420,6000,4,1363,0.0,37.3283635,-121.9933186,65,6,14,0,106660,60.92,90.86,30.97,0,1
"1472 calabazas blvd, santa clara, ca 95051",Townhouse,95051,1120000,3,2,1586,1659,1,706,387.0,37.35143660000001,-121.9856054,38,6,14,0,106660,60.92,90.86,30.97,0,1
"1255 crowley ave, santa clara, ca 95051",Single Family Residential,95051,1240000,3,2,1026,5753,11,1209,0.0,37.3485088,-121.9764374,65,6,14,0,106660,60.92,90.86,30.97,0,1
"472 norwood cir, santa clara, ca 95051",Single Family Residential,95051,1850000,4,4,2398,2450,1,771,136.0,37.3304477,-121.9962504,14,6,14,0,106660,60.92,90.86,30.97,0,1
"2553 elliot st, santa clara, ca 95051",Single Family Residential,95051,1326300,3,2,1194,6333,65,1111,0.0,37.3635078,-121.9717723,59,6,14,0,106660,60.92,90.86,30.97,0,1
"2584 bonnie dr, santa clara, ca 95051",Single Family Residential,95051,1710000,5,3,2149,6668,111,796,0.0,37.3655879,-121.9735939,49,6,14,0,106660,60.92,90.86,30.97,0,1
"2325 quinn ave, santa clara, ca 95051",Single Family Residential,95051,1715000,5,2,2149,8776,86,798,0.0,37.3648904,-121.9734162,49,6,14,0,106660,60.92,90.86,30.97,0,1
"2527 palmdale ct, santa clara, ca 95051",Townhouse,95051,960000,2,2,1092,1971,36,879,336.0,37.3675489,-121.9713014,48,6,14,0,106660,60.92,90.86,30.97,0,1
"1309 socorro ave, sunnyvale, ca 94089",Single Family Residential,94089,1228000,3,2,1000,5682,65,1228,0.0,37.3925664,-121.98834340000002,65,5,2,0,93503,49.56,89.83,9.28,0,3
"4382 headen way, santa clara, ca 95054",Townhouse,95054,1427000,3,2,1894,1245,57,753,422.0,37.3984345,-121.9537768,18,6,4,0,123048,47.71,81.97,13.45,0,1
"4209 marston ln, santa clara, ca 95054",Single Family Residential,95054,1800000,4,4,2083,2975,85,864,140.0,37.3978167,-121.9488442,18,6,4,0,123048,47.71,81.97,13.45,0,1
"3901 lick mill blvd #322, santa clara, ca 95054",Condo/Co-op,95054,880000,2,2,1148,0,35,767,427.0,37.3956912,-121.9422716,16,6,4,0,123048,47.71,81.97,13.45,0,1
"1590 walnut grove ave, san jose, ca 95126",Single Family Residential,95126,1700000,5,3,2378,8400,99,715,0.0,37.3372585,-121.9332894,75,4,3,0,76739,61.61,88.72,34.51,4,3
"640 clara vista ave, santa clara, ca 95050",Single Family Residential,95050,1430000,3,2,1391,5499,71,1028,0.0,37.3380437,-121.96328590000002,64,6,6,0,73016,54.05,83.99,24.1,0,1
"656 malarin ave, santa clara, ca 95050",Single Family Residential,95050,1580000,4,2,1585,5970,156,997,0.0,37.3398327,-121.9600867,70,6,6,0,73016,54.05,83.99,24.1,0,1
"1447 las palmas dr, santa clara, ca 95051",Single Family Residential,95051,1430000,3,2,1354,6223,94,1056,0.0,37.3509632,-121.9699063,69,6,14,0,106660,60.92,90.86,30.97,0,1
"628 san miguel ave, santa clara, ca 95050",Single Family Residential,95050,1235000,2,2,1080,5597,111,1144,0.0,37.3374541,-121.9639969,64,6,6,0,73016,54.05,83.99,24.1,0,1
"653 los olivos dr, santa clara, ca 95050",Single Family Residential,95050,1760000,4,3,1862,5809,119,945,0.0,37.3378667,-121.9646856,66,6,6,0,73016,54.05,83.99,24.1,0,1
"2040 benton st, santa clara, ca 95050",Single Family Residential,95050,1150000,3,1,1036,8395,140,1110,0.0,37.3460951,-121.95999779999998,71,6,6,0,73016,54.05,83.99,24.1,0,1
"2464 brannan pl, santa clara, ca 95050",Single Family Residential,95050,1331000,3,2,1231,7489,141,1081,0.0,37.3392578,-121.9672404,65,6,6,0,73016,54.05,83.99,24.1,0,1
"768 caldwell pl, santa clara, ca 95051",Single Family Residential,95051,1290000,3,2,1543,2428,42,836,208.0,37.3396092,-121.9708567,33,6,14,0,106660,60.92,90.86,30.97,0,1
"730 salberg ave, santa clara, ca 95051",Single Family Residential,95051,1225000,3,2,1254,5247,176,977,0.0,37.3373444,-121.9723499,66,6,14,0,106660,60.92,90.86,30.97,0,1
"2135 sherwin ave, santa clara, ca 95050",Single Family Residential,95050,1838000,3,2,1763,6898,111,1043,0.0,37.342666,-121.96121979999998,3,6,6,0,73016,54.05,83.99,24.1,0,1
"1340 los padres blvd, santa clara, ca 95050",Single Family Residential,95050,1482000,3,2,1347,6937,30,1100,0.0,37.3497892,-121.9651965,67,6,6,0,73016,54.05,83.99,24.1,0,1
"2450 michele jean way, santa clara, ca 95050",Townhouse,95050,1060000,2,2,1459,1500,10,727,584.0,37.3350429,-121.9655637,37,6,6,0,73016,54.05,83.99,24.1,0,1
"1187 buttercup ter, sunnyvale, ca 94086",Townhouse,94086,1468000,4,4,1890,814,128,777,302.0,37.36847879999999,-121.99723090000002,6,6,4,0,105526,52.84,92.97,12.71,0,3
"1883 agnew rd #460, santa clara, ca 95054",Condo/Co-op,95054,873000,2,2,1070,0,122,816,379.0,37.3958208,-121.9579106,15,6,4,0,123048,47.71,81.97,13.45,0,1
"2061 garzoni pl, santa clara, ca 95054",Townhouse,95054,1245000,3,2,1646,869,179,756,174.0,37.3976023,-121.959909,16,6,4,0,123048,47.71,81.97,13.45,0,1
"4432 headen way, santa clara, ca 95054",Townhouse,95054,1350000,3,2,1716,1151,169,787,383.0,37.3987003,-121.9542656,18,6,4,0,123048,47.71,81.97,13.45,0,1
"3901 lick mill blvd #161, santa clara, ca 95054",Condo/Co-op,95054,970000,2,2,1280,0,101,758,444.0,37.395972,-121.9433075,16,6,4,0,123048,47.71,81.97,13.45,0,1
"4646 armour dr, santa clara, ca 95054",Single Family Residential,95054,1060000,3,2,1242,6424,126,853,0.0,37.4006746,-121.9595535,61,6,4,0,123048,47.71,81.97,13.45,0,1
"2229 avenida de los alumnos, santa clara, ca 95054",Townhouse,95054,1100000,4,2,1675,3200,94,657,377.0,37.40693870000001,-121.9639553,49,6,4,0,123048,47.71,81.97,13.45,0,1
"3658 eastwood cir, santa clara, ca 95054",Single Family Residential,95054,1535000,4,3,1666,6357,122,921,0.0,37.38992639999999,-121.94137820000002,52,6,4,0,123048,47.71,81.97,13.45,0,1
"2605 painted rock dr, santa clara, ca 95051",Single Family Residential,95051,1050000,4,2,1447,5869,108,726,0.0,37.3692507,-121.9802581,67,6,14,0,106660,60.92,90.86,30.97,0,1
"2198 francis ave, santa clara, ca 95051",Single Family Residential,95051,1200000,3,2,1078,5217,9,1113,0.0,37.362225,-121.9808023,66,6,14,0,106660,60.92,90.86,30.97,0,1
"121 brian ln, santa clara, ca 95051",Single Family Residential,95051,1865000,3,3,1505,6430,111,1239,0.0,37.3255221,-121.9854781,64,6,14,0,106660,60.92,90.86,30.97,0,1
"431 rosemont dr, santa clara, ca 95051",Single Family Residential,95051,1660000,3,2,1056,6302,1,1572,0.0,37.3306054,-121.991986,63,6,14,0,106660,60.92,90.86,30.97,0,1
"2445 alvarado dr, santa clara, ca 95051",Single Family Residential,95051,1280000,4,2,1288,6587,136,994,0.0,37.366331,-121.966885,53,6,14,0,106660,60.92,90.86,30.97,0,1
"1430 madison st, santa clara, ca 95050",Single Family Residential,95050,1810000,4,3,2064,4250,120,877,0.0,37.3520436,-121.9518352,1,6,6,0,73016,54.05,83.99,24.1,0,1
"2454 alvarado dr, santa clara, ca 95051",Single Family Residential,95051,1200000,6,2,1855,8053,111,647,0.0,37.365937,-121.967196,53,6,14,0,106660,60.92,90.86,30.97,0,1
"2097 eucalyptus ct, santa clara, ca 95050",Condo/Co-op,95050,1160000,3,2,1513,1750,143,767,430.0,37.359938,-121.962881,40,6,6,0,73016,54.05,83.99,24.1,0,1
"2585 el camino real #203, santa clara, ca 95051",Condo/Co-op,95051,930000,2,2,1010,0,60,921,340.0,37.35266890000001,-121.972991,6,6,14,0,106660,60.92,90.86,30.97,0,1
"2002 holly branch ct, santa clara, ca 95050",Townhouse,95050,1060000,2,2,1226,1548,107,865,408.0,37.3591892,-121.9647136,37,6,6,0,73016,54.05,83.99,24.1,0,1
"2780 columbus pl, santa clara, ca 95051",Single Family Residential,95051,1350000,3,2,1192,5609,11,1133,0.0,37.3541676,-121.97641509999998,65,6,14,0,106660,60.92,90.86,30.97,0,1
"121 buckingham dr #64, santa clara, ca 95051",Condo/Co-op,95051,485000,1,1,656,0,45,739,442.0,37.3261796,-121.9701827,52,6,14,0,106660,60.92,90.86,30.97,0,1
"2632 tuliptree ln, santa clara, ca 95051",Single Family Residential,95051,1740000,3,2,2010,8909,175,866,0.0,37.3302196,-121.9690621,49,6,14,0,106660,60.92,90.86,30.97,0,1
"290 manzanita ave, santa clara, ca 95051",Single Family Residential,95051,1900000,4,2,1749,7892,155,1086,0.0,37.3283468,-121.9772815,58,6,14,0,106660,60.92,90.86,30.97,0,1
"2909 kaiser dr, santa clara, ca 95051",Townhouse,95051,1470000,3,4,1727,750,70,851,350.0,37.3420597,-121.9793489,6,6,14,0,106660,60.92,90.86,30.97,0,1
"866 apollo pl, santa clara, ca 95051",Townhouse,95051,1490000,3,4,1730,755,112,861,319.0,37.3410902,-121.9803524,6,6,14,0,106660,60.92,90.86,30.97,0,1
"980 kiely blvd #227, santa clara, ca 95051",Condo/Co-op,95051,390000,1,1,622,0,137,627,492.0,37.3433233,-121.9788527,50,6,14,0,106660,60.92,90.86,30.97,0,1
"925 peppertree ln, santa clara, ca 95051",Single Family Residential,95051,1780000,4,2,1931,3743,44,922,161.0,37.3417067,-121.9823363,6,6,14,0,106660,60.92,90.86,30.97,0,1
"2537 rose way, santa clara, ca 95051",Single Family Residential,95051,1220000,3,2,1166,6902,93,1046,0.0,37.343963,-121.9719501,66,6,14,0,106660,60.92,90.86,30.97,0,1
"742 enright ave, santa clara, ca 95050",Single Family Residential,95050,1160000,2,1,1184,5830,28,980,0.0,37.3417594,-121.9601756,71,6,6,0,73016,54.05,83.99,24.1,0,1
"2380 homestead rd #3103, santa clara, ca 95050",Condo/Co-op,95050,499000,1,1,624,0,18,800,382.0,37.3413216,-121.9664221,14,6,6,0,73016,54.05,83.99,24.1,0,1
"2201 the alameda #20, santa clara, ca 95050",Condo/Co-op,95050,715000,2,2,1252,0,99,571,479.0,37.3439362,-121.9319791,40,6,6,0,73016,54.05,83.99,24.1,0,1
"143 brookside ave, santa clara, ca 95050",Single Family Residential,95050,1300000,4,3,1400,13595,105,929,0.0,37.3258268,-121.9636525,81,6,6,0,73016,54.05,83.99,24.1,0,1
"171 kerry dr, santa clara, ca 95050",Single Family Residential,95050,1515000,3,2,1234,7199,93,1228,0.0,37.3279173,-121.9571095,66,6,6,0,73016,54.05,83.99,24.1,0,1
"2292 creek bed ct, santa clara, ca 95054",Condo/Co-op,95054,770000,3,2,1289,0,111,597,0.0,37.3935711,-121.9646759,48,6,4,0,123048,47.71,81.97,13.45,0,1
"977 baird ave, santa clara, ca 95054",Single Family Residential,95054,1199000,4,2,1692,7669,77,709,0.0,37.387206,-121.9507328,59,6,4,0,123048,47.71,81.97,13.45,0,1
"1883 agnew rd #236, santa clara, ca 95054",Condo/Co-op,95054,925000,3,2,1361,0,42,680,411.0,37.39611179999999,-121.95833600000002,15,6,4,0,123048,47.71,81.97,13.45,0,1
"3735 terstena pl #152, santa clara, ca 95051",Condo/Co-op,95051,750000,2,2,1047,0,141,716,604.0,37.3582994,-121.9996983,35,6,14,0,106660,60.92,90.86,30.97,0,1
"545 madison st, santa clara, ca 95050",Single Family Residential,95050,1255000,2,1,936,3824,111,1341,0.0,37.34390689999999,-121.9466667,101,6,6,0,73016,54.05,83.99,24.1,0,1
"1309 alviso st, santa clara, ca 95050",Single Family Residential,95050,1049000,3,1,1027,6449,14,1021,0.0,37.3538255,-121.9432892,132,6,6,0,73016,54.05,83.99,24.1,0,1
"2110 rancho mccormick blvd, santa clara, ca 95050",Townhouse,95050,1196000,3,2,1636,856,25,731,436.0,37.3594251,-121.961763,40,6,6,0,73016,54.05,83.99,24.1,0,1
"2880 stevenson st, santa clara, ca 95051",Single Family Residential,95051,1780000,3,3,2284,6671,111,779,0.0,37.3345952,-121.9792363,61,6,14,0,106660,60.92,90.86,30.97,0,1
"121 buckingham dr #21, santa clara, ca 95051",Condo/Co-op,95051,680000,2,2,1137,0,63,598,509.0,37.3258831,-121.9712639,52,6,14,0,106660,60.92,90.86,30.97,0,1
"386 hayes ave, santa clara, ca 95051",Single Family Residential,95051,1750000,4,3,1662,5352,128,1053,0.0,37.3297903,-121.9829681,66,6,14,0,106660,60.92,90.86,30.97,0,1
"2841 mesquite dr, santa clara, ca 95051",Single Family Residential,95051,1700000,4,2,1785,7966,111,952,0.0,37.3276426,-121.9761264,46,6,14,0,106660,60.92,90.86,30.97,0,1
"2485 rebecca lynn way, santa clara, ca 95050",Townhouse,95050,1142000,3,2,1655,1264,149,690,584.0,37.3339186,-121.9670499,37,6,6,0,73016,54.05,83.99,24.1,0,1
"2401 rebecca lynn way, santa clara, ca 95050",Townhouse,95050,1000000,2,2,1573,1431,129,636,546.0,37.3348149,-121.9645288,40,6,6,0,73016,54.05,83.99,24.1,0,1
"3472 elmhurst ave, santa clara, ca 95051",Single Family Residential,95051,1711000,3,2,1292,8119,147,1324,0.0,37.3262455,-121.9921193,64,6,14,0,106660,60.92,90.86,30.97,0,1
"477 luther dr, santa clara, ca 95051",Single Family Residential,95051,1715000,4,2,1442,8151,101,1189,0.0,37.3316166,-121.9719723,61,6,14,0,106660,60.92,90.86,30.97,0,1
"435 cypress ave, santa clara, ca 95050",Single Family Residential,95050,1475000,3,2,1329,5700,73,1110,0.0,37.33207279999999,-121.960531,68,6,6,0,73016,54.05,83.99,24.1,0,1
"535 barto st, santa clara, ca 95051",Single Family Residential,95051,1850000,3,2,1645,8122,102,1125,0.0,37.3316919,-121.9837011,58,6,14,0,106660,60.92,90.86,30.97,0,1
"3070 adams way, santa clara, ca 95051",Single Family Residential,95051,1800000,3,2,1683,5315,32,1070,0.0,37.3275944,-121.9819018,67,6,14,0,106660,60.92,90.86,30.97,0,1
"662 briarcliff ct, santa clara, ca 95051",Single Family Residential,95051,1750000,4,2,1418,6465,38,1234,0.0,37.3340019,-121.9918083,60,6,14,0,106660,60.92,90.86,30.97,0,1
"5049 avenida de lago, santa clara, ca 95054",Single Family Residential,95054,1460000,4,3,1850,8712,111,789,0.0,37.40699220000001,-121.9615086,45,6,4,0,123048,47.71,81.97,13.45,0,1
"3485 pruneridge ave, santa clara, ca 95051",Single Family Residential,95051,1328000,3,2,1500,6838,35,885,0.0,37.3318238,-121.99243020000002,63,6,14,0,106660,60.92,90.86,30.97,0,1
"830 bing dr, santa clara, ca 95051",Townhouse,95051,1250000,3,2,1659,1928,28,753,365.0,37.339093,-121.993948,42,6,14,0,106660,60.92,90.86,30.97,0,1
"3223 colgate ave, santa clara, ca 95051",Single Family Residential,95051,1700000,3,2,1482,6318,115,1147,0.0,37.3314375,-121.9858557,58,6,14,0,106660,60.92,90.86,30.97,0,1
"514 richie pl, santa clara, ca 95051",Townhouse,95051,1275000,2,2,1434,1434,101,889,280.0,37.331806,-121.9966474,12,6,14,0,106660,60.92,90.86,30.97,0,1
"2089 fordham dr, santa clara, ca 95051",Single Family Residential,95051,1689000,3,2,1425,6000,111,1185,0.0,37.360904,-121.9878991,62,6,14,0,106660,60.92,90.86,30.97,0,1
"4383 cheeney st, santa clara, ca 95054",Single Family Residential,95054,1050000,3,2,1442,7523,111,728,0.0,37.3951205,-121.9614197,65,6,4,0,123048,47.71,81.97,13.45,0,1
"2385 avenida de guadalupe, santa clara, ca 95054",Townhouse,95054,772500,2,2,1121,3108,163,689,377.0,37.40543140000001,-121.9651965,43,6,4,0,123048,47.71,81.97,13.45,0,1
"3901 lick mill blvd #410, santa clara, ca 95054",Condo/Co-op,95054,810000,1,1,900,0,148,900,399.0,37.3964677,-121.9423997,16,6,4,0,123048,47.71,81.97,13.45,0,1
"4198 tobin cir, santa clara, ca 95054",Single Family Residential,95054,1463500,3,3,1590,2189,111,920,0.0,37.3963985,-121.9516549,19,6,4,0,123048,47.71,81.97,13.45,0,1
"2388 shoreside ct, santa clara, ca 95054",Townhouse,95054,1085000,4,2,1800,2121,38,603,365.0,37.393412,-121.966895,48,6,4,0,123048,47.71,81.97,13.45,0,1
"507 bancroft st, santa clara, ca 95051",Single Family Residential,95051,1808000,4,2,1687,7800,175,1072,0.0,37.331774,-121.9794362,60,6,14,0,106660,60.92,90.86,30.97,0,1
"621 kiely blvd, santa clara, ca 95051",Single Family Residential,95051,1235000,4,3,1649,6968,111,749,0.0,37.33366289999999,-121.9736606,66,6,14,0,106660,60.92,90.86,30.97,0,1
"467 bancroft st, santa clara, ca 95051",Single Family Residential,95051,1820000,5,3,2229,10527,36,817,0.0,37.3310227,-121.9794362,61,6,14,0,106660,60.92,90.86,30.97,0,1
"420 hillsdale ave, santa clara, ca 95051",Single Family Residential,95051,1450000,4,2,1350,6315,46,1074,0.0,37.3300255,-121.998649,64,6,14,0,106660,60.92,90.86,30.97,0,1
"2447 golf links cir, santa clara, ca 95050",Townhouse,95050,1285000,3,2,2088,3385,56,615,616.0,37.33329000000001,-121.965293,42,6,6,0,73016,54.05,83.99,24.1,0,1
"640 wilson ct, santa clara, ca 95051",Single Family Residential,95051,1535000,4,3,1740,5562,78,882,0.0,37.3347034,-121.971639,66,6,14,0,106660,60.92,90.86,30.97,0,1
"2920 pruneridge ave, santa clara, ca 95051",Single Family Residential,95051,1820000,4,2,1749,8402,23,1041,0.0,37.3296208,-121.9781034,58,6,14,0,106660,60.92,90.86,30.97,0,1
"1226 morton ave, santa clara, ca 95051",Single Family Residential,95051,1600000,3,2,1867,5826,126,857,0.0,37.3482657,-121.9760597,65,6,14,0,106660,60.92,90.86,30.97,0,1
"2881 mark ave, santa clara, ca 95051",Single Family Residential,95051,1400000,3,2,1237,5767,135,1132,0.0,37.3581346,-121.9797028,63,6,14,0,106660,60.92,90.86,30.97,0,1
"1005 wood duck ave, santa clara, ca 95051",Townhouse,95051,1151000,4,2,1332,2423,140,864,510.0,37.344388,-121.997081,51,6,14,0,106660,60.92,90.86,30.97,0,1
"1342 casa ct, santa clara, ca 95051",Townhouse,95051,1250000,3,2,1845,1799,144,678,556.0,37.349179,-121.996933,43,6,14,0,106660,60.92,90.86,30.97,0,1
"2572 borax dr, santa clara, ca 95051",Single Family Residential,95051,960000,3,2,1086,5809,28,884,0.0,37.3682055,-121.9857224,67,6,14,0,106660,60.92,90.86,30.97,0,1
"1670 hood ct, santa clara, ca 95051",Single Family Residential,95051,1420000,4,2,1330,7352,111,1068,0.0,37.3538266,-121.9849672,63,6,14,0,106660,60.92,90.86,30.97,0,1
"3494 san marcos way, santa clara, ca 95051",Single Family Residential,95051,1428000,3,2,1212,5454,58,1178,0.0,37.3545498,-121.9915418,67,6,14,0,106660,60.92,90.86,30.97,0,1
"855 monroe st, santa clara, ca 95050",Single Family Residential,95050,1400000,3,3,1757,3050,111,797,0.0,37.34716760000001,-121.9470666,13,6,6,0,73016,54.05,83.99,24.1,0,1
"1675 cunningham st, santa clara, ca 95050",Single Family Residential,95050,1600000,4,2,2141,6666,172,747,0.0,37.3543352,-121.96381909999998,70,6,6,0,73016,54.05,83.99,24.1,0,1
"1141 lafayette st, santa clara, ca 95050",Single Family Residential,95050,1055000,3,2,1790,5930,157,589,0.0,37.35161,-121.9439114,116,6,6,0,73016,54.05,83.99,24.1,0,1
